parameter_name,Distance travelled - total
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1914515
analysis_id,im4272yndwl403g
gene_symbol,Slc39a10
pvalue,0.7490028
parameter_id,JAXLA_OFD_020_001
