mouse_life_stage,Middle aged adult
analysis_id,m40592q6x5c9eu5
parameter_id,MGP_MLN_015_001
pvalue,0.1536249
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Naive CD8+ T cells - % of CD8+
mouse_strain,C57BL
