parameter_id,MGP_CSD_025_001
gene_accession_id,MGI:1915472
parameter_name,Ventral coat/hair presence
mouse_strain,C57BL
analysis_id,9gtz5h29gqw9238
mouse_life_stage,Early adult
gene_symbol,Tubb4b
pvalue,1.212966
