parameter_id,IMPC_HEM_006_001
analysis_id,7724gtk0207p5e1
mouse_life_stage,Early adult
pvalue,0.4797057
gene_symbol,Steap3
gene_accession_id,MGI:1915678
parameter_name,Mean corpuscular hemoglobin
mouse_strain,C57BL
