parameter_name,6kHz-evoked ABR Threshold
gene_symbol,Slc17a9
parameter_id,IMPC_ABR_004_001
gene_accession_id,MGI:1919107
pvalue,0.3744683
mouse_strain,C58BL
mouse_life_stage,Early adult
analysis_id,69559p02ub25451
