gene_symbol,Kcng1
analysis_id,3vl5i118382cfc0
parameter_name,NKT cells (panel A)
pvalue,0.5284667
parameter_id,IMPC_IMM_004_001
gene_accession_id,MGI:3616086
mouse_life_stage,Early adult
mouse_strain,C57BL
