mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
analysis_id,9369r92h1t33xl1
parameter_id,HMGULA_CBC_010_001
parameter_name,Phosphorus
gene_symbol,Cds2
pvalue,0.7174187
