parameter_name,Retina (combined)
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_002
pvalue,0.3334739
mouse_life_stage,Early adult
gene_symbol,Sema6c
gene_accession_id,MGI:1338032
analysis_id,viy0x1he15pqd12
