parameter_id,IMPC_CBC_013_001
analysis_id,4hu1a192xr2e3pp
pvalue,0.1525595
mouse_life_stage,Early adult
gene_symbol,Psd4
gene_accession_id,MGI:2674093
mouse_strain,C57BL
parameter_name,Alanine aminotransferase
