parameter_id,IMPC_CBC_005_001
analysis_id,96f4452nwp4r032
mouse_life_stage,Early adult
gene_symbol,Cpa3
parameter_name,Creatinine
mouse_strain,C57BL
pvalue,0.2017172
gene_accession_id,MGI:88479
