gene_symbol,Snap23
analysis_id,d40auct0g9mj409
pvalue,0.2735991
mouse_strain,C57BL
parameter_id,MGP_PBI_004_001
parameter_name,CD8+ alpha beta T cell percentage
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
