gene_symbol,Nipal3
gene_accession_id,MGI:1921802
pvalue,0.385323
analysis_id,8im8g7f37102j7z
parameter_id,HRWLLA_OFD_013_001
parameter_name,Periphery average speed
mouse_strain,129SV
mouse_life_stage,Early adult
