gene_symbol,S100a3
pvalue,0.4319227
mouse_life_stage,Early adult
analysis_id,2lwiy98wg13edka
mouse_strain,C57BL
parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:1338849
parameter_name,Calcium
