gene_symbol,Eprs1
parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
gene_accession_id,MGI:97838
analysis_id,u399k55h8rh34l3
mouse_life_stage,E9.5
parameter_name,Total T cells - % of CD45+
pvalue,0.50057
