gene_symbol,Lpgat1
mouse_life_stage,Early adult
parameter_name,Retina (combined)
analysis_id,7l62ga6hsc7e00i
parameter_id,JAXLA_EYE_092_001
gene_accession_id,MGI:2446186
pvalue,0.6507028
mouse_strain,C57BL
