gene_symbol,Nucks1
analysis_id,t6ji0b47ebzub51
parameter_name,Delayed embryonic development
mouse_strain,C57BL
pvalue,0.8296471
parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:1934811
mouse_life_stage,Middle aged adult
