parameter_name,White blood cell count
mouse_life_stage,Early adult
pvalue,0.9795456
mouse_strain,C57BL
gene_accession_id,MGI:96757
parameter_id,IMPC_HEM_001_001
analysis_id,vq9k6jvzvf25y03
gene_symbol,Lcn2
