gene_symbol,Mecom
parameter_name,Caudal processes
mouse_strain,C57BL
parameter_id,IMPC_XRY_067_001
gene_accession_id,MGI:95457
analysis_id,8cmbo7b8207633a
pvalue,0.3600063
mouse_life_stage,E12.5
