parameter_name,Lens Opacity
pvalue,0.1766863
analysis_id,g32kzivto2y9hnu
mouse_life_stage,Early adult
gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_id,IMPC_EYE_017_001
