parameter_name,Skull shape
pvalue,0.2206785
gene_accession_id,MGI:1925049
parameter_id,IMPC_XRY_001_001
gene_symbol,Sla2
analysis_id,6583rg3w5o3m5yj
mouse_strain,C57BL
mouse_life_stage,Early adult
