parameter_id,IMPC_EYE_008_001
parameter_name,Corneal opacity
analysis_id,46878fq6e5p637h
gene_symbol,Bmp7
mouse_strain,C57BL
pvalue,0.1647737
mouse_life_stage,Early adult
gene_accession_id,MGI:103302
