mouse_life_stage,Early adult
parameter_name,Periphery permanence time
mouse_strain,C57BL
gene_accession_id,MGI:1344367
pvalue,0.3165095
gene_symbol,Grem2
analysis_id,kq8a7osbo5y9pf7
parameter_id,IMPC_OFD_012_001
