gene_symbol,Sass6
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CSD_033_001
pvalue,0.8133745
analysis_id,7sw2uco368ge0ej
parameter_name,Gait
gene_accession_id,MGI:1920026
