gene_symbol,Serinc3
gene_accession_id,MGI:1349457
mouse_life_stage,Early adult
analysis_id,04187116od5cw72
parameter_id,IMPC_XRY_023_001
parameter_name,Ulna
pvalue,0.9514884
mouse_strain,C57BL
