gene_symbol,Cds2
pvalue,0.7717918
analysis_id,571it91u4706066
mouse_strain,129SV
parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
