gene_symbol,Extl1
mouse_life_stage,Early adult
parameter_id,MGP_IMM_094_001
pvalue,0.6922693
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
analysis_id,s8e190q116n682t
gene_accession_id,MGI:1888742
mouse_strain,C57BL
