mouse_strain,129SV
parameter_id,TCPLA_CSD_030_001
analysis_id,999r6m2f2jrohp3
gene_symbol,Cntfr
pvalue,0.7854178
parameter_name,Tremor
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
