gene_symbol,Mecom
parameter_id,M-G-P_007_001_011
gene_accession_id,MGI:95457
pvalue,0.6198449
parameter_name,center - resting time
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,7v9q65rs9z106yc
