parameter_id,IMPC_ACS_037_001
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
mouse_life_stage,E12.5
pvalue,0.7047308
parameter_name,% Pre-pulse inhibition - Global
analysis_id,o5797y7l1u8b4jg
mouse_strain,C57BL
