mouse_life_stage,Middle aged adult
pvalue,0.4479991
gene_symbol,Slc30a4
parameter_id,IMPC_GEO_011_001
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:1345282
analysis_id,2b8o74s57f2e3fx
mouse_strain,C57BL
