parameter_id,IMPC_ACS_037_001
pvalue,0.8730323
parameter_name,% Pre-pulse inhibition - Global
mouse_life_stage,Early adult
gene_symbol,Casq1
gene_accession_id,MGI:1309468
analysis_id,o3ddd7nssdvsf1s
mouse_strain,C57BL
