parameter_name,Distance travelled - total
mouse_life_stage,Early adult
pvalue,0.6590151
parameter_id,HRWLLA_OFD_020_001
analysis_id,8220de304q41233
gene_accession_id,MGI:1913483
mouse_strain,C57BL
gene_symbol,Dmap1
