gene_symbol,Tiprl
analysis_id,k547910e0n0369m
pvalue,0.6257198
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GRS_009_001
parameter_name,Forelimb and hindlimb grip strength measurement mean
gene_accession_id,MGI:1915087
