mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8293053
analysis_id,1339377w928bz63
gene_accession_id,MGI:1341628
gene_symbol,Atrn
parameter_name,Periphery distance travelled
parameter_id,HRWLLA_OFD_010_001
