parameter_id,MGP_CSD_064_001
mouse_strain,129SV
gene_symbol,Bpifa3
parameter_name,Head morphology
pvalue,0.6668858
analysis_id,zufbym27tx9246z
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
