gene_symbol,Slc45a3
parameter_name,B cell number
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_PBI_034_001
gene_accession_id,MGI:1922082
pvalue,0.98934
analysis_id,em011ra5jmebl71
