gene_symbol,Usp37
parameter_name,Percent time in dark
parameter_id,JAX_LDT_008_001
pvalue,0.2384721
gene_accession_id,MGI:2442483
mouse_strain,C57BL
analysis_id,k565894ev6l3b8d
mouse_life_stage,Early adult
