gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_id,MGP_MLN_071_001
analysis_id,s48x5311hb0cwju
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4576213
parameter_name,Resting Treg cells - % of CD45+
