mouse_life_stage,Late adult
parameter_id,MGP_MLN_093_001
parameter_name,KLRG1+ NK cells - % of CD45+
analysis_id,3ot688284922808
gene_accession_id,MGI:2140475
mouse_strain,C57BL
gene_symbol,AU040320
pvalue,0.1510285
