gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_name,Radius
parameter_id,IMPC_XRY_022_001
analysis_id,znxw60ws2322old
mouse_life_stage,E9.5
mouse_strain,C57BL
pvalue,0.9745905
