mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Pglyrp3
parameter_id,IMPC_CSD_079_001
pvalue,0.9864916
gene_accession_id,MGI:2685266
analysis_id,jwz467kxmw55p47
parameter_name,Aggression
