gene_accession_id,MGI:2385156
gene_symbol,Sdcbp2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_010_001
pvalue,0.7232019
parameter_name,Phosphorus
analysis_id,gkg2lk8j09ta4sk
