gene_symbol,Mecom
analysis_id,35i1ow87xy94070
mouse_life_stage,E12.5
pvalue,0.1285063
parameter_name,Fusion of vertebrae
parameter_id,M-G-P_006_001_026
gene_accession_id,MGI:95457
mouse_strain,C57BL
