mouse_life_stage,Late adult
parameter_name,Right kidney weight
analysis_id,w9r09yj0f17i8l9
pvalue,0.4640096
mouse_strain,C57BL
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
parameter_id,IMPC_OWT_004_001
