parameter_id,IMPC_IMM_073_001
parameter_name,cDCs CD11b Type
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1567175
gene_accession_id,MGI:1913838
analysis_id,50nk0lhm1s28u2p
gene_symbol,Cmpk1
