parameter_id,M-G-P_005_001_004
pvalue,0.943682
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Nr0b2
analysis_id,69037p9rn584j6k
gene_accession_id,MGI:1346344
mouse_strain,B6J
