parameter_name,Whole arena average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_009_001
gene_symbol,Pglyrp3
gene_accession_id,MGI:2685266
pvalue,0.8199948
analysis_id,ea31d8tk8yum9w6
