mouse_strain,129SV
parameter_name,NK cell number
parameter_id,MGP_PBI_027_001
analysis_id,511v9uha6kagcn7
mouse_life_stage,Early adult
pvalue,0.9684735
gene_symbol,Inpp1
gene_accession_id,MGI:104848
