parameter_name,Whole arena average speed
gene_symbol,Inpp1
parameter_id,ESLIM_007_001_005
analysis_id,594pd57v05oq55m
gene_accession_id,MGI:104848
mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.05999664
