parameter_id,JAX_LDT_008_001
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
pvalue,0.6836229
mouse_strain,C57BL
analysis_id,w8f67x2007d376w
parameter_name,Percent time in dark
gene_symbol,Cdin1
