mouse_strain,129SV
parameter_name,Coat - color - abdomen
analysis_id,ta1l40873x6u3ck
mouse_life_stage,Early adult
gene_symbol,CNTFR
pvalue,0.8111763
parameter_id,IMPC_CSD_007_001
gene_accession_id,MGI:99605
