parameter_id,IMPC_GEL_006_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Pericardium Morphology
gene_accession_id,MGI:1917604
analysis_id,9c9q1f06s46896n
gene_symbol,Secisbp2l
pvalue,0.7819604
