parameter_id,HMGULA_CBC_017_001
parameter_name,Triglycerides
gene_accession_id,MGI:1913396
pvalue,0.5409142
analysis_id,26o72055n663365
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Maco1
