gene_symbol,Ola1
analysis_id,91wklk93r7627dw
parameter_id,IMPC_CSD_051_002
gene_accession_id,MGI:1914309
mouse_strain,C57BL
pvalue,0.9354536
mouse_life_stage,E18.5
parameter_name,Hindlimb nail - number
