parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
pvalue,0.1719746
gene_accession_id,MGI:104640
analysis_id,2877y50fke2r16z
mouse_life_stage,Early adult
gene_symbol,Rab17
mouse_strain,C57BL
