gene_symbol,Nanp
analysis_id,537704cquk0p496
parameter_name,Coat - hair texture / appearance - abdomen
pvalue,0.2867805
gene_accession_id,MGI:1914561
parameter_id,IMPC_CSD_016_001
mouse_strain,C57BL
mouse_life_stage,E18.5
