gene_symbol,Ahcy
mouse_life_stage,Early adult
pvalue,0.4001501
gene_accession_id,MGI:87968
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
analysis_id,9670zb9844ui8j1
parameter_id,MGP_MLN_014_001
