parameter_id,IMPC_IMM_063_001
mouse_strain,C57BL
pvalue,0.943587
parameter_name,B Cells
gene_symbol,Snrpb2
analysis_id,e31z20v43k8x24x
gene_accession_id,MGI:104805
mouse_life_stage,Early adult
