mouse_strain,C57BL
gene_symbol,Sass6
analysis_id,v5ktyfeq14u8p44
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1920026
mouse_life_stage,E12.5
pvalue,0.1869364
parameter_name,Creatinine
