parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:1345282
parameter_name,Zygomatic bone
analysis_id,23w8570f701b822
mouse_strain,C57BL
pvalue,0.9990414
gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
