gene_symbol,AU040320
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
pvalue,0.7181829
parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
mouse_strain,C57BL
analysis_id,889y76974i6653p
