parameter_id,JAX_LDT_008_001
pvalue,0.5640376
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,6210l769gfbyqlh
parameter_name,Percent time in dark
