parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
gene_accession_id,MGI:1915524
pvalue,0.4430146
parameter_name,Hindpaw - size
gene_symbol,Toporsl
mouse_strain,C57BL
analysis_id,t48lf8o1402ad1x
