parameter_id,IMPC_IMM_051_001
gene_symbol,Cldn19
pvalue,0.6768928
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
parameter_name,Monocytes
analysis_id,2f3ecqr85b5gzz1
mouse_strain,C57BL
